bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Art","/explore/art","/projects/multicoco","2016-12-11T23:59:59-08:00","USD","75","0.005","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cnlm7cnzmoa95tfoaahs.jpg","false","false","null","2016-11-01T11:11:15-07:00","null","null","null","null","null","1775756","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A handmade coconut you can plug into your tv to watch movies, play games or surf the web.","[""other""]","Multicoco"
"null","Culture","/explore/culture","/projects/omutukuvu-water-is-life","2017-05-25T23:59:59-07:00","USD","700","0.007","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/h51allpfksyifgwhfgy6.jpg","false","false","null","2017-03-26T06:45:24-07:00","null","null","null","null","null","2075459","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Omutukuvu is aiming to support the local communities and improve general health and wellbeing","[""other""]","Omutukuvu - Water is Life"
"null","Music","/explore/music","/projects/fake-news--2","2020-10-22T23:59:59-07:00","USD","140","0.14","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pzzptowbmbf3qhtwd8na.jpg","true","false","null","2020-09-24T00:00:00-07:00","null","null","null","null","null","2629515","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Control the Z's debut album is finally here!","[""album"",""music video"",""rock"",""indie""]","FAKE NEWS"
"null","Health & Fitness","/explore/health-fitness","/projects/the-desktop-skrill-garden","2016-05-11T23:59:59-07:00","USD","190","0.0038","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/n2vaficzcg7jysq8cx2t.jpg","false","false","null","2016-04-01T00:45:09-07:00","null","null","null","null","null","1698916","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Life can be stressful – especially when it comes to your finances.  Relax with The Skrill Garden.","[""design""]","The Desktop Skrill Garden"
"null","Dance & Theater","/explore/dance-theater","/projects/she-is-a-problem-at-as220","2015-04-29T23:59:59-07:00","USD","1335","0.445","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rt1026ciet0f4sblsmwm.jpg","false","false","null","2015-04-09T14:49:09-07:00","null","null","null","null","null","1202438","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","She Is A Problem is an immersive, original theatre experience and a critical look at art and women.","[""other""]","She Is A Problem at AS220 "
"null","Local Businesses","/explore/local-businesses","/projects/help-the-swayambhu-community-in-kathmandu-nepal","2015-06-02T23:59:59-07:00","USD","200","0.333333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sqgfufisdygsmfndnluo.jpg","false","false","null","2015-05-12T11:48:36-07:00","null","null","null","null","null","1250362","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help the Swayambhu Community in Kathmandu to recover from the Earthquake disaster","[""other""]","Help the Swayambhu Community in Kathmandu, NEPAL"
"null","Education","/explore/education","/projects/esyllabus-for-africa-mathletes-scholarship-fund","2015-05-19T23:59:59-07:00","USD","4030","0.134333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gqj1s7vznc9eirivyvy4.jpg","false","false","null","2015-03-20T23:19:01-07:00","null","null","null","null","null","1186290","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","eSyllabus for Africa is currently determining our scholarship budget.  Sponsor a scholarship today.","[""other""]","eSyllabus for Africa Mathletes Scholarship Fund"
"null","Phones & Accessories","/explore/phones-accessories","/projects/tudia-klip-your-charging-cable-s-protector","2015-06-18T23:59:59-07:00","USD","3796","0.15184","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nrj5aswjgkk3iep1zlf4.jpg","false","false","null","2015-05-19T06:26:46-07:00","null","null","null","null","null","1234070","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Despite its small size, makes a big impact extending the durability and life of your lightning cable","[""other""]","TUDIA Klip - Your Charging Cable's Protector"
"null","Local Businesses","/explore/local-businesses","/projects/cream-city-hostel-milwaukee-wi","2019-04-02T23:59:59-07:00","USD","2108","0.1054","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ba9jkzc1jslbo5qffiiz.jpg","false","false","null","2019-02-01T00:00:00-08:00","null","null","null","null","null","2409390","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Milwaukee's First Hostel","[""female founders"",""women"",""adventure"",""community""]","Cream City Hostel Milwaukee WI"
"null","Environment","/explore/environment","/projects/save-el-rio-de-aguas","2016-02-18T23:59:59-08:00","GBP","92","0.023","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ndg9yntzhmlmqveho854.jpg","false","false","null","2015-12-20T04:44:01-08:00","null","null","null","null","null","1572259","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","El Rio de Aguas (Almeria, Sp) is facing extinction. Help us protect our river and its wildlife.","[""social innovations""]","SAVE EL RIO DE AGUAS"
"null","Art","/explore/art","/projects/vilnius-light-festival-beepositive-2016","2016-09-09T23:59:59-07:00","USD","10","0.00303030303","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gj3xdgnhiaxxldy9ql35.jpg","false","false","null","2016-07-21T06:42:57-07:00","null","null","null","null","null","1671419","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","ART. CULTURE. URBAN AREAS. COMMUNITY","[""design"",""social innovations"",""festival""]","Vilnius light festival Beepositive 2016"
"null","Video Games","/explore/video-games","/projects/divinuet-a-musical-tarot-reading-game","2019-11-07T23:59:59-08:00","USD","4209","1.5808","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rxgryawbkuwwj1n9lqpw.jpg","true","false","null","2019-10-08T00:00:00-07:00","null","null","null","null","null","2544176","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An interactive experience for PC and Mac that generates unique music based on tarot readings.","[""tarot"",""pc"",""female founders"",""indie"",""software""]","Divinuet: a musical tarot reading game"
"null","Writing & Publishing","/explore/writing-publishing","/projects/new-bridges-to-growth-by-andy-ruan","2021-01-23T23:59:59-08:00","USD","4850","0.97","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uok4j4jxwgqy3fq2xcza.jpg","false","false","null","2020-11-24T00:00:00-08:00","null","null","null","null","null","2643398","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","My book is about climate change, global poverty, and sustainable infrastructure projects.","[""books""]","New Bridges to Growth by Andy Ruan"
"null","Culture","/explore/culture","/projects/2018-buffalo-infringement-festival","2018-07-07T23:59:59-07:00","USD","1441","0.7205","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yglzgz4fpfomv1ildmdh.jpg","false","false","null","2018-06-07T05:37:19-07:00","null","null","null","null","null","2382571","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","11 Days of Art ""Beyond the Radar"" in Buffalo, NY","[""festival"",""band"",""indie"",""lgbtq"",""community""]","2018 Buffalo Infringement Festival"
"null","Productivity","/explore/productivity","/projects/blokwat-the-most-hi-tech-notebooks","2020-08-19T23:59:59-07:00","USD","4127","5.776","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uvpoyskw9kas1ugk1rn8.jpg","true","false","null","2020-08-06T00:00:00-07:00","null","null","null","null","null","2620967","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Notebook with Water Proof and Tear Resistant Paper, Cloud Based App, and Soft Paper Technology.","[""apps"",""design"",""books""]","Blokwat: The Most Hi-Tech Notebooks."
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/buttheater-seat-cushion-heating-blanket","2017-03-02T23:59:59-08:00","EUR","154","0.020533333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uctjy9l6d6trm9upzgjd.jpg","false","false","null","2017-01-01T03:31:01-08:00","null","null","null","null","prototype","1984173","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We can change the world, maybe not to a better place, but definitely to a warmer place.","[""batteries""]","ButtHeater - seat cushion & heating blanket"
"null","Home","/explore/home","/projects/subletting-real-estate-platform-for-homeowners","2018-09-11T23:59:59-07:00","USD","155","0.0155","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/a8lymhhchvnc3xlfia2e.jpg","false","false","null","2018-08-02T21:02:21-07:00","null","null","null","null","null","2402759","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Rental income has never been so easy.","[""community"",""family"",""professional""]","SUBLETTING REAL ESTATE PLATFORM FOR HOMEOWNERS"
"null","Human Rights","/explore/human-rights","/projects/millennial-advocates-for-diversity-and-equality--2","2014-07-11T23:59:59-07:00","USD","450","0.6","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hwtxrerndzktkj5aqo0p.jpg","false","false","null","2014-05-12T15:44:18-07:00","null","null","null","null","null","782304","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A start-up nonprofit promoting racial justice and gender equality through e-activism.","[""other""]","Millennial Advocates for Diversity and Equality"
"null","Dance & Theater","/explore/dance-theater","/projects/they-say-a-lady-was-the-cause-of-it","2019-12-22T23:59:59-08:00","USD","3666","0.14664","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xrz0o4sf6pwobqbduhzl.jpg","false","false","null","2019-10-23T00:00:00-07:00","null","null","null","null","null","2542697","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An evening-length contemporary dance work exploring gender, agency & identity w/ live music & vocals","[""other"",""women""]","They Say a Lady Was The Cause of It"
"null","Human Rights","/explore/human-rights","/projects/christmas-gifts-for-orphans-in-india--2","2013-11-30T23:59:59-08:00","USD","2050","0.136666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qa4i2wlehddn5jflzr8c.jpg","false","false","null","2013-10-20T09:57:39-07:00","null","null","null","null","null","545162","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We're celebrating Christmas in India by giving presents to children rescued from human trafficking.","[""other""]","Christmas Gifts for Orphans in India"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/recon-a-queer-web-series","2018-06-22T23:59:59-07:00","USD","3088","0.475076923077","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/exxhqvwofdwzhfonjhxo.jpg","false","false","null","2018-05-13T11:55:29-07:00","null","null","null","null","null","2367108","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A web series that follows queer teenagers attending the top secret Academy to train to become spies.","[""comedy"",""lgbtq"",""romance""]","RECON: A Queer Web Series"
"null","Transportation","/explore/transportation","/projects/inmotion-l9-cruise-in-style","2020-05-30T23:59:59-07:00","USD","683461","30.1318","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sztw9z5pbumhkq6tj9di.jpg","false","false","null","2020-04-14T00:00:00-07:00","null","null","null","null","production","2586529","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","City Cruiser Redefined. Powerful and safe ride up to 59 miles with only ONE charge.","[""scooters"",""sports""]","INMOTION L9: Cruise in Style"
"null","Food & Beverages","/explore/food-beverages","/projects/cat-cafe-and-rehoming-centre-for-the-isle-of-wight","2017-06-28T23:59:59-07:00","GBP","1110","0.0222","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gp8ndcwn9bhgpsldncne.jpg","false","false","null","2017-04-29T01:41:37-07:00","null","null","null","null","null","2089973","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An alternative to shelters to help rescue strays while offering a cat haven for customers!","[""other""]","Cat Cafe and Rehoming Centre for the Isle of Wight"
"null","Music","/explore/music","/projects/25th-vogel-album","2020-08-09T23:59:59-07:00","USD","2278","1.039","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/c85fcrnmo7sutbnaasq0.jpg","true","false","null","2020-07-08T00:00:00-07:00","null","null","null","null","null","2610243","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Defining a post-clubbing genre of electronic music called Wonk / Wonky","[""album""]","25th Vogel Album"
"null","Comics","/explore/comics","/projects/superiors-graphic-novel","2016-10-23T23:59:59-07:00","USD","80","0.02","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qj6ss01xbecn8pzixpww.jpg","false","false","null","2016-08-24T15:49:09-07:00","null","null","null","null","null","1872836","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Super heroes fight for mankind during a zombie outbreak. Veteran owned and created!","[""horror""]","Superiors: graphic novel"
"null","Home","/explore/home","/projects/family-organizer-plus--2","2021-03-01T23:59:59-08:00","USD","372","0.00744","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xz4lvofhewyevgefd4qz.jpg","false","false","null","2020-12-31T00:00:00-08:00","null","null","null","null","null","2649399","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Privacy & data ownership have arrived on the first safe, secure, social platform for your family!","[""security"",""family"",""mobile apps"",""apps"",""social innovations""]","Family Organizer Plus"
"null","Audio","/explore/audio","/projects/alpha-delta-ks3-3d-printed-earphones","2019-05-09T23:59:59-07:00","USD","15828","0.950266666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pijofr8ddte966iqejgm.jpg","false","false","null","2019-04-09T00:00:00-07:00","null","null","null","null","prototype","2485503","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","3D Printed Resin Housing. Comfortable Fit even for small ears. Versatile Sound Signature","[""3d printers"",""earbuds""]","Alpha & Delta KS3 3D Printed Earphones"
"null","Home","/explore/home","/projects/jemstone-network-money-box","2015-10-06T23:59:59-07:00","USD","20","0.004","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cvifs9pc4kbr1scw8dyd.jpg","false","false","null","2015-09-08T21:26:59-07:00","null","null","null","null","null","1427711","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Funding for the relase of the server and community website as well as staff equipment and software.","[""other""]","Jemstone Network Money Box"
"null","Writing & Publishing","/explore/writing-publishing","/projects/creating-new-medicines-by-stephanie-wisner","2019-11-17T23:59:59-08:00","USD","4471","1.013","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wwdigo1qgiymvdnha3vm.jpg","true","false","null","2019-10-02T00:00:00-07:00","null","null","null","null","null","2548924","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","My book is at the intersection between science and business. My book will publish July 2020.","[""students""]","Creating New Medicines by Stephanie Wisner"
"null","Productivity","/explore/productivity","/projects/speed-cockpit-all-in-one-chair","2020-10-25T23:59:59-07:00","USD","264102","24.7072","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zgjzntzo41yjccmyz2ps.jpg","true","false","null","2020-08-26T00:00:00-07:00","null","null","null","null","null","2621533","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A designer Sim Cockpit worth putting in your house. Thin and foldable, yet unbelievably comfortable.","[""cars"",""men"",""pc"",""sports"",""furniture""]","Speed Cockpit - All in one Chair"
"null","Wellness","/explore/wellness","/projects/b-g-smoothies-feed-the-future","2018-08-13T23:59:59-07:00","USD","1025","1.025","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hcapvqityei4hfqo9qml.jpg","false","false","null","2018-07-26T12:57:41-07:00","null","null","null","null","null","2402047","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","I got SICK and TIRED of my students getting SICK and TIRED.
A Social Effort to Feed The Future!","[""food""]","B&G Smoothies: Feed The Future!"
"null","Productivity","/explore/productivity","/projects/enable-iot","2018-07-03T23:59:59-07:00","EUR","452","0.000300076214","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ab9ukppjc0y4cp56ikvq.jpg","false","false","null","2018-05-04T06:19:38-07:00","null","null","null","null","prototype","2365454","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Tools for Enabling IoT Systems and Applications","[""iot"",""professional"",""smart home""]","ENABLE-IoT"
"null","Comics","/explore/comics","/projects/the-galactic-comet-book-two","2019-03-10T23:59:59-07:00","USD","367","0.133454545455","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qvlbx1ssklxtmiunpv4m.jpg","false","false","null","2019-01-09T00:00:00-08:00","null","null","null","null","null","2455290","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Two grand kids and their interstellar grandpa fight their way across time & space to find a way home","[""adventure"",""books"",""family""]","The Galactic Comet - BOOK TWO"
"null","Home","/explore/home","/projects/fire-sentinels","2020-01-20T23:59:59-08:00","GBP","200","0.000333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/w2uciqdzmz6dtgv4gtpd.jpg","false","false","null","2019-12-11T00:00:00-08:00","null","null","null","null","concept","2563113","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Next generation intelligent heat and smoke detectors for early fire detection and reporting.","[""safety"",""iot"",""mobile apps"",""sensor"",""smart home""]","Fire Sentinels"
"null","Productivity","/explore/productivity","/projects/nect-modem-fast-secure-lte-connection-anywhere","2020-06-25T23:59:59-07:00","USD","354089","8.649633333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/klsnkon693ravz3yw7t6.jpg","true","false","null","2020-04-28T00:00:00-07:00","null","null","null","null","production","2582406","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","portable modem with a global, high-quality 4G LTE connection, all-day battery, & no contracts.","[""laptops"",""professional"",""security"",""wireless""]","nect MODEM: fast & secure LTE connection anywhere"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/ts1-coming-soon","2020-10-18T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bw9igsrnl9hzebzd0fmg.jpg","false","false","null","2020-08-19T00:00:00-07:00","null","null","null","null","null","2609624","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","For AC and DC! 30 to 200Amps output | 120/240V AC | Wireless Control | Text to Control | APP Control","[""smart home"",""iot""]","TS1: Coming Soon"
"null","Comics","/explore/comics","/projects/the-adventures-of-snider-the-spider","2016-08-14T23:59:59-07:00","USD","1250","0.041666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kqyvkbjknkw5ctumowo4.jpg","false","false","null","2016-07-15T12:19:38-07:00","null","null","null","null","null","1765823","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An illustrated children's book full of fun, humor, and life lessons; by John Taylor Gatto","[""kids""]","The Adventures of Snider the Spider"
"null","Dance & Theater","/explore/dance-theater","/projects/terminus-at-new-york-theatre-workshop-s-next-door","2018-01-09T23:59:59-08:00","USD","9050","0.905","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pererw7hb1welq1zokuf.jpg","false","false","null","2017-11-10T12:23:24-08:00","null","null","null","null","null","2240180","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","February 2018. Starring Obie & Drama Desk Winner Deirdre O'Connell! $75+ Donors Receive Tickets!","[""other""]","TERMINUS at New York Theatre Workshop's NEXT DOOR!"
"null","Culture","/explore/culture","/projects/holoholu-2020-our-journey-to-resilience","2021-01-03T23:59:59-08:00","USD","8855","0.31625","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/a3e0r114ujmkrbnukztl.jpg","false","false","null","2020-12-03T00:00:00-08:00","null","null","null","null","null","2641566","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Support kuaʻāina grassroots action across Hawaiʻi nei: for nature, people, culture and justice.","[""community"",""social innovations""]","HOLOHOLU 2020 Our Journey to Resilience"
"null","Productivity","/explore/productivity","/projects/help-fight-against-the-internal-combustion-engine","2015-10-28T23:59:59-07:00","USD","23","0.001533333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/z2gqyqvxvyhllmzssomi.jpg","false","false","null","2015-08-29T18:28:32-07:00","null","null","null","null","null","1404141","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A game changing Stirling engine design turns the theoretically best into the practically best engine","[""other""]","Help Fight Against the Internal Combustion Engine"
"null","Comics","/explore/comics","/projects/cirsova-presents-wild-stars-iv-wild-star-rising","2019-07-29T23:59:59-07:00","USD","2815","0.351875","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yatoxtmwcemlg6trtaey.jpg","false","false","null","2019-06-28T00:00:00-07:00","null","null","null","null","null","2502454","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An All New Wild Stars Adventure from Michael Tierney + 35th Anniversary Editions of Wild Stars 1-3!","[""books"",""fantasy"",""adventure""]","Cirsova Presents--Wild Stars IV: Wild Star Rising"
"null","Human Rights","/explore/human-rights","/projects/justice-for-david-kassick","2015-03-26T23:59:59-07:00","USD","358","0.0716","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jptdbczq8nrtylcxzfmd.jpg","false","false","null","2015-02-04T09:52:30-08:00","null","null","null","null","null","1118536","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","JUSTICE for DAVID KASSICK against OFFICER LISA MEARKLE.","[""other""]","JUSTICE FOR DAVID KASSICK"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/shelfpack-luggage-2018-the-next-generation","2018-08-03T23:59:59-07:00","USD","65914","1.01712","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bei3qmpeuhrpbhgfnmhl.jpg","false","false","null","2018-05-30T11:35:50-07:00","null","null","null","null","null","2299227","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The revolutionary luggage with built-in shelves.
Now in 3 new popular sizes, even a carry-on!","[""luggage"",""kids""]","ShelfPack Luggage 2018 - The Next Generation"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/solar-startup-accepted-to-su-s-global-startup-gsp","2019-04-11T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/or5igvkvnl8sjxfqzlux.jpg","false","false","null","2019-02-10T00:00:00-08:00","null","null","null","null","concept","2461608","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Reliable Solar Anywhere.","[""solar""]","Solar Startup Accepted to SU's Global Startup GSP"
"null","Art","/explore/art","/projects/10ft-tall-productions-by-anje-vela","2015-12-09T23:59:59-08:00","USD","230","0.046","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/h9two9veirgnxajbodh8.jpg","false","false","null","2015-11-04T19:34:16-08:00","null","null","null","null","null","1503294","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","10ft Tall Productions is an artistic endeavor by Anje Vela.","[""other""]","10ft Tall Productions by Anje Vela"
"null","Phones & Accessories","/explore/phones-accessories","/projects/cio-3c1a-100w-world-s-smallest-lightest-charger","2020-05-05T23:59:59-07:00","USD","85606","28.897654584222","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zwqvhdyiv6wwgpnfob9c.jpg","true","false","null","2020-05-04T23:59:59-07:00","null","null","null","null","null","2596354","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","✓Credit card size　✓100W with GaN  ✓3 x USB-C & 1 x USB-A　✓Multiple charging　✓QC 3.0/4.0, PD 3.0, AFC","[""smart phones"",""pc"",""laptops""]","CIO 3C1A 100W World's Smallest & Lightest Charger"
"null","Film","/explore/film","/projects/uncle-stan","2020-08-16T23:59:59-07:00","USD","343990","1.1215","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ld5obfcbdynjtaeaiewr.jpg","true","false","null","2020-08-15T23:59:59-07:00","null","null","null","null","null","2623259","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A TV show starring Leslie David Baker (Stanley Hudson on The Office) and Sardar Khan","[""comedy""]","Uncle Stan"
"null","Tabletop Games","/explore/tabletop-games","/projects/kiwetin","2017-02-28T23:59:59-08:00","USD","64088","5.358592457103","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/a0cwyviwibrrmwrcxeno.jpg","false","false","null","2017-02-27T23:59:59-08:00","null","null","null","null","null","2037171","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An unpredictable fast-paced board game for the whole family. Grab branches, cast spells and win!","[""other""]","KIWETIN"
"null","Culture","/explore/culture","/projects/warriorcon","2019-11-21T23:59:59-08:00","USD","726","0.02904","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/n2yrpq2fadx24frqqr3c.jpg","false","false","null","2019-10-22T00:00:00-07:00","null","null","null","null","null","2542949","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A three-day symposium on indigenous martial arts from Africa, the Caribbean, and the Americas.","[""safety"",""sports"",""community"",""women"",""men""]","WarriorCon"
