bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Productivity","/explore/productivity","/projects/mentorch-a-social-network-for-mentorship","2018-07-29T23:59:59-07:00","USD","848","0.013046153846","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kwkryweo008f46ii0kfp.jpg","false","false","null","2018-06-19T15:49:21-07:00","null","null","null","null","null","2323712","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A hub to connect with mentors and mentees.","[""community"",""apps"",""social innovations"",""websites"",""software""]","Mentorch: A social network for Mentorship"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/sea-hunt-500m-retro-inspired-dive-watch","2019-11-05T23:59:59-08:00","AUD","57836","1.403282051282","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jwuhardcbhylxz9mzdg8.jpg","true","false","null","2019-11-04T23:59:59-08:00","null","null","null","null","null","2551602","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A good value retro diver inspired dive watch, design with functionality of both world","[""watches""]","Sea Hunt 500m Retro-Inspired Dive Watch"
"null","Camera Gear","/explore/camera-gear","/projects/jenni-s-lighting-kit","2012-10-26T23:59:59-07:00","USD","635","0.3175","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qppcro32qyq3w99ac4db.jpg","false","false","null","2012-07-30T11:01:53-07:00","null","null","null","null","null","191064","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","help me with my lighting kit please!","[""other""]","Jenni's lighting Kit"
"null","Food & Beverages","/explore/food-beverages","/projects/smoke-and-spice-full-time-trailer-project","2017-06-22T23:59:59-07:00","USD","5983","0.398866666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/e49jm7nrk6tvqofonavo.jpg","false","false","null","2017-05-08T18:28:25-07:00","null","null","null","null","null","2110917","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Expanding Smoke & Spice  by building a custom food trailer and commercial kitchen","[""restaurant""]","Smoke and Spice-  Full Time Trailer Project "
"null","Writing & Publishing","/explore/writing-publishing","/projects/the-drunken-odyssey-podcast-fundraiser-2017","2017-09-14T23:59:59-07:00","USD","770","0.513333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rw3nun2hw34gpiscmob9.jpg","false","false","null","2017-08-06T12:11:05-07:00","null","null","null","null","null","2185841","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Keep The Drunken Odyssey Afloat!","[""other""]","The Drunken Odyssey Podcast Fundraiser 2017"
"null","Dance & Theater","/explore/dance-theater","/projects/black-sheep-theatre-company-s-debut-production","2020-11-30T23:59:59-08:00","USD","259","0.039846153846","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uyqpooizr9ebgba953nv.jpg","false","false","null","2020-10-16T00:00:00-07:00","null","null","null","null","null","2635687","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Virtual Debut Production","[""drama"",""female founders""]","Black Sheep Theatre Company's Debut Production"
"null","Video Games","/explore/video-games","/projects/conflict-teamwork","2020-03-11T23:59:59-07:00","EUR","155","0.004428571429","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ccphyrxhzvnvpjx4mlua.jpg","false","false","null","2020-01-11T00:00:00-08:00","null","null","null","null","null","2528696","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Multiplayer shooter about teamwork, looting, crafting and building in big open world.","[""pc"",""3d"",""first-time founders"",""other""]","Conflict & Teamwork"
"null","Health & Fitness","/explore/health-fitness","/projects/mindnap-your-personal-meditation-coach","2020-11-04T23:59:59-08:00","USD","62040","11.4866","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vzaqgwzphheeg0aype6q.jpg","true","false","null","2020-11-03T23:59:59-08:00","null","null","null","null","null","2640215","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A better way to improve focus, deal with anxiety and insomnia.","[""design"",""sensor"",""sleep""]","Mindnap: Your Personal Meditation Coach"
"null","Music","/explore/music","/projects/performance-composition-for-5-musicians-eurythmy","2019-03-23T23:59:59-07:00","USD","450","0.25","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dztdtj6iromvvxzz07bf.jpg","false","false","null","2019-01-22T00:00:00-08:00","null","null","null","null","null","2462536","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Premiere, ""ILLUSIONS"" for soprano, strings and speech eurythmy, April.  This is for musicians' fees.","[""social innovations"",""professional"",""indie""]","Performance, composition for 5 musicians, Eurythmy"
"null","Dance & Theater","/explore/dance-theater","/projects/evilstick-presents-gladys-2017-yxe-fringe","2017-08-14T23:59:59-07:00","CAD","260","0.086666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yhasrngmxcrok8luveqe.jpg","false","false","null","2017-06-30T14:44:28-07:00","null","null","null","null","null","2140416","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A new, quirky musical comedy that will debut at the 2017 YXE Fringe. Support local theatre!","[""other""]","EvilStick Presents Gladys - 2017 YXE Fringe"
"null","Human Rights","/explore/human-rights","/projects/operation-peaceful-paths--2","2016-05-18T23:59:59-07:00","USD","625","0.150602409639","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kgcpaf2p6njfuwpz8eqr.jpg","false","false","null","2016-04-08T20:41:33-07:00","null","null","null","null","null","1709916","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Veterans build a labyrinth to encourage peace towards others, and peace within ourselves.","[""community""]","Operation Peaceful Paths"
"null","Camera Gear","/explore/camera-gear","/projects/simcam-an-unparalleled-ai-home-security-camera","2019-03-14T23:59:59-07:00","USD","324777","10.3365","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ayp3hnxyc8imfgyn1o0i.jpg","false","false","null","2019-03-13T23:59:59-07:00","null","null","null","null","null","2477870","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","AI Facial recognition | 1080P | Starlight vision | Wifi | No Monthly Fee | Local storage","[""security"",""design"",""mobile apps"",""recording"",""safety""]","SimCam - An Unparalleled AI Home Security Camera"
"null","Local Businesses","/explore/local-businesses","/projects/free-the-rural-folk-from-their-yoke","2015-11-03T23:59:59-08:00","USD","1269","0.06345","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/izw7ytsdgcqcicy789wu.jpg","false","false","null","2015-10-04T05:05:24-07:00","null","null","null","null","null","1415190","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Cultivating food security one rural community at a time through Permanent Agri Culture principles :)","[""other""]","Free the Rural Folk from Their Yoke."
"null","Film","/explore/film","/projects/best-of-five-the-classic-tetris-champions","2020-12-09T23:59:59-08:00","USD","21447","5.06775","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/newg8ykh3hkslvr1xjs1.jpg","true","false","null","2020-12-08T23:59:59-08:00","null","null","null","null","null","2648292","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A documentary series exploring the Classic Tetris World Championship.","[""documentary""]","Best of Five: The Classic Tetris Champions"
"null","Podcasts, Blogs & Vlogs","/explore/podcasts-blogs-vlogs","/projects/act-like-a-pro-podcast","2017-12-06T23:59:59-08:00","USD","1546","1.431481481481","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xvuurfl6tkixycavp5i6.jpg","false","false","null","2017-11-21T12:24:04-08:00","null","null","null","null","null","2260245","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Sharing our network to help aspiring and seasoned actors have a successful career.","[""other""]","Act Like a Pro Podcast!"
"null","Video Games","/explore/video-games","/projects/dude-where-is-my-beer","2019-01-06T23:59:59-08:00","USD","1807","0.258142857143","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mvae3hap0yupy707wao9.jpg","false","false","null","2018-12-02T00:00:00-08:00","null","null","null","null","null","2417822","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An adventure game about finding an old school pilsner in the world of craft beers and hipsters.","[""adventure"",""beer"",""indie"",""computers"",""pc""]","Dude, where is my beer?"
"null","Video Games","/explore/video-games","/projects/runner2u-earn-more-never-pay-more","2016-03-16T23:59:59-07:00","USD","6","0.00024","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v3dju5lmm3mmbvbkxu5h.jpg","false","false","null","2016-01-26T01:05:27-08:00","null","null","null","null","null","1619199","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","RUNNER2U: BECAUSE THE WORLD SHOULDN’T RUN YOU DOWN","[""apps""]","Runner2u : Earn More & Never Pay More"
"null","Comics","/explore/comics","/projects/holy-roller-a-graphic-memoir-by-alysia-angel","2015-04-10T23:59:59-07:00","USD","5443","0.362866666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gquy8qpfoyu0hrxrm18p.jpg","false","false","null","2015-02-24T15:19:06-08:00","null","null","null","null","null","1152741","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Growing up punk and secretly queer in Texas.","[""other""]","Holy Roller: A Graphic Memoir by Alysia Angel"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/skyvalet-luggage-smart-luggage-with-shark-wheels","2019-02-06T23:59:59-08:00","USD","956285","68.5844","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/quyodilsfsdwygn4wykn.jpg","true","false","null","2019-02-05T23:59:59-08:00","null","null","null","null","null","2468426","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The most advanced airline approved luggage with Shark Wheels, a Wireless Charger, and more","[""luggage"",""gps"",""trackers""]","SkyValet Luggage: Smart Luggage with Shark Wheels"
"null","Home","/explore/home","/projects/ada-an-intelligent-baby-monitor","2020-12-01T23:59:59-08:00","EUR","9396","1.2124","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j31s2yjdk9s6hol7p6kh.jpg","true","false","null","2020-11-01T00:00:00-07:00","null","null","null","null","prototype","2634773","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","AI meets Scandinavian design in a baby monitor. ADA removes all unnecessary noises.","[""babies"",""iot"",""bluetooth"",""sensor"",""sleep""]","ADA: An intelligent baby monitor"
"null","Phones & Accessories","/explore/phones-accessories","/projects/palmzi","2017-10-12T23:59:59-07:00","USD","1623","0.01623","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xsq7xam4sbdapdr9iyfq.jpg","false","false","null","2017-08-13T06:50:08-07:00","null","null","null","null","prototype","2104142","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The first ergonomic posture correcting accessory for mobile devices.","[""other""]","Palmzi"
"null","Education","/explore/education","/projects/little-stars-need-you-to-renew-the-school-kitchen","2015-09-20T23:59:59-07:00","USD","3423","0.85575","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wqlgb1pypaczo6uks3i5.jpg","false","false","null","2015-08-09T02:40:29-07:00","null","null","null","null","null","1383881","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Fireplace smoke is interfering lessons at the primary school and hygiene is not suitable for food.","[""other""]","Little Stars need you to renew the school kitchen"
"null","Home","/explore/home","/projects/anza-redefining-espresso-in-concrete-and-corian","2017-09-07T23:59:59-07:00","USD","243560","1.117892307692","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cfspabqqsvdeasiqykjo.jpg","true","false","null","2017-09-06T23:59:59-07:00","null","null","null","null","prototype","2204041","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Turn heads and deliver cafe-quality coffee in your home kitchen with our unexpected espresso machine","[""coffee"",""kitchen""]","AnZa: Redefining Espresso in Concrete and Corian"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/bogi-s-garage-chevy-montage","2017-04-16T23:59:59-07:00","USD","4465","0.297666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/virxqbm9bl7s33ci2h72.jpg","false","false","null","2017-03-02T10:24:22-08:00","null","null","null","null","null","2039646","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Dream It,  Build It, Drive It!","[""female founders"",""cars""]","Bogi's Garage Chevy Montage"
"null","Productivity","/explore/productivity","/projects/dapp-diet-and-hydration-guru-beta-release","2015-03-30T23:59:59-07:00","USD","120","0.24","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/srdyctugyvyparaxw8cd.jpg","false","false","null","2015-01-29T11:20:07-08:00","null","null","null","null","null","1095584","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An app created by four students at Gems World Academy - Dubai. Polished design and innovation!","[""other""]","DAPP - Diet And Hydration Guru - Beta Release"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/garden-watering-and-weather-station-computer","2013-04-25T23:59:59-07:00","EUR","11","0.0055","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/l2ydp85fyjvan4fnipuf.jpg","false","false","null","2012-12-26T04:12:17-08:00","null","null","null","null","null","302208","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Prototype of my garden watering and weather station computer that will work efficient in the garden and logs the weather in the cloud.","[""other""]","Garden Watering and Weather Station Computer"
"null","Dance & Theater","/explore/dance-theater","/projects/all-together-now-again","2017-06-03T23:59:59-07:00","USD","1678","0.20975","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/diysu5ue9f4yx3bf1koo.jpg","false","false","null","2017-04-04T11:39:26-07:00","null","null","null","null","null","2080882","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We'd like your support to bring this important performative work to another Montana community.","[""other""]","All Together Now ... Again!"
"null","Audio","/explore/audio","/projects/wing-the-affordable-premium-wireless-earphone","2016-06-13T23:59:59-07:00","USD","95861","2.044054054054","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ma6wnzzqoxd6cgdydqjr.jpg","false","false","null","2016-05-02T22:59:08-07:00","null","null","null","null","shipping","1689821","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The First Socially Responsible Premium Wireless Earphone without the High Price Tag!","[""wireless"",""earbuds"",""sports""]","WING : The Affordable Premium Wireless Earphone"
"null","Music","/explore/music","/projects/live-cd-release-to-benefit-veterans-causes","2015-06-29T23:59:59-07:00","USD","200","0.02","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vuvyhussxveh82tgf91i.jpg","false","false","null","2015-04-30T06:18:18-07:00","null","null","null","null","null","1126522","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","To HONOR those who sacrificed.","[""other""]","Live CD release to benefit Veterans causes"
"null","Local Businesses","/explore/local-businesses","/projects/the-future-katch-a-dream-studios","2016-06-05T23:59:59-07:00","USD","50","0.000333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bglclqqhaei4tkpcivlh.jpg","false","false","null","2016-04-06T16:07:01-07:00","null","null","null","null","null","1705107","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Join us in creating a new, state-of-the-art venue for live events and multimedia productions.","[""other""]","The Future Katch a Dream Studios"
"null","Food & Beverages","/explore/food-beverages","/projects/fireside-brew-coffee-for-wanderers-explorers","2020-05-24T23:59:59-07:00","GBP","440","0.146666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pnbecpu7k7cqfomdepr8.jpg","false","false","null","2020-04-29T00:00:00-07:00","null","null","null","null","concept","2599975","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A new coffee brand, rooted in passion for nature. Coffee and equipment for outdoorsy people.","[""coffee"",""camping"",""hiking""]","Fireside Brew: Coffee for Wanderers & Explorers"
"null","Wellness","/explore/wellness","/projects/fonds-sophie-berriault","2020-01-13T23:59:59-08:00","CAD","5773","1.1546","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tdmmcdnhplsqwbrxqa6y.jpg","false","false","null","2019-11-14T00:00:00-08:00","null","null","null","null","null","2559425","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Recherche en sclérose en plaques et création de services pour les jeunes adultes atteints de SP","[""community""]","Fonds Sophie Berriault"
"null","Camera Gear","/explore/camera-gear","/projects/a-new-camera--2","2013-11-14T23:59:59-08:00","USD","700","1.4","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/esirtydpjmsvkt5sexyy.jpg","false","false","null","2013-11-07T16:37:04-08:00","null","null","null","null","null","583150","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","When my Nikon D60 bit the dust, my heart cried a little... There are too many things to photograph in my life right now for me to be without a camera!","[""other""]","A New Camera!"
"null","Health & Fitness","/explore/health-fitness","/projects/feelmax-the-healthiest-shoes-for-kids","2016-07-08T23:59:59-07:00","EUR","4180","0.209","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o0ojf3xgoukplqbzpjfy.jpg","false","false","null","2016-06-08T00:00:27-07:00","null","null","null","null","null","1631271","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Do you want healthy feet for your kids?","[""kids"",""kids"",""shoes""]","Feelmax - The Healthiest Shoes for Kids"
"null","Photography","/explore/photography","/projects/a-young-photographer-s-potential-talent","2013-01-24T23:59:59-08:00","USD","25","0.05","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vaccodoel4cpqxd2z9wg.jpg","false","false","null","2012-09-26T18:14:54-07:00","null","null","null","null","null","226223","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","hopefully after all of your donations, i will finally get the camera of my dreams","[""other""]","A young photographer's potential talent"
"null","Photography","/explore/photography","/projects/emotions-paralympic-sports-photo-exhibition","2016-02-19T23:59:59-08:00","EUR","35","0.00175","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/icmj4madwqdniizxwfua.jpg","false","false","null","2015-12-21T09:48:28-08:00","null","null","null","null","null","1568067","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","EMOTIONS! The first international paralympic sports photo-exhibition","[""sports""]","EMOTIONS! Paralympic sports photo-exhibition"
"null","Phones & Accessories","/explore/phones-accessories","/projects/drive-control-stops-texts-calls-when-driving","2015-03-19T23:59:59-07:00","USD","2571","0.01714","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dlpytag6xoqsnnb6lczw.jpg","false","false","null","2015-01-18T11:10:25-08:00","null","null","null","null","null","1059796","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","If You Need More Self-Control When Driving- Enable DRIVE CONTROL.","[""other""]","Drive Control: Stops Texts & Calls When Driving"
"null","Human Rights","/explore/human-rights","/projects/growaction-the-marketplace-of-refugees-products","2017-02-27T23:59:59-08:00","USD","85","0.005666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vzichlntq2pd6fyop7q7.jpg","false","false","null","2017-01-28T09:39:40-08:00","null","null","null","null","null","2001811","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us to awake the human potential of refugees through the power of entrepreneurship.","[""other""]","GrowAction - The MarketPlace of Refugees' Products"
"null","Camera Gear","/explore/camera-gear","/projects/a-photocamera-for-a-photojournalist","2015-05-08T23:59:59-07:00","USD","672","0.2688","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sdkkcofu9yw1ac8rseym.jpg","false","false","null","2015-03-09T10:59:37-07:00","null","null","null","null","null","1171700","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A camera for a freelance photojournalist...help me  please!","[""other""]","A photocamera for a photojournalist"
"null","Photography","/explore/photography","/projects/my-life-has-halted-my-camera-broke-please-help","2015-04-28T23:59:59-07:00","USD","1400","0.56","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zsmxfo1dse4hxrgkfkfu.jpg","false","false","null","2015-02-27T21:00:12-08:00","null","null","null","null","null","1157909","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Traveling + Photography = My life.  My camera recently broke :( Please help!","[""other""]","My life has halted.. My camera broke.. Please help"
"null","Podcasts, Blogs & Vlogs","/explore/podcasts-blogs-vlogs","/projects/send-me-to-the-national-stationery-show","2018-05-05T23:59:59-07:00","USD","852","1.065","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ukycyfmlir8neheppxgq.jpg","false","false","null","2018-04-20T20:44:10-07:00","null","null","null","null","null","2368287","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Vlogging travel, shopping for my stationery store, and interviewing great people in the industry!","[""design"",""youtube"",""female founders""]","Send Me to the National Stationery Show"
"null","Home","/explore/home","/projects/mygorshok-stop-enmity-let-s-be-friends","2017-05-25T23:59:59-07:00","USD","25","0.005","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/smy8ruyncndnselmk9w4.jpg","false","false","null","2017-04-15T11:01:55-07:00","null","null","null","null","prototype","2081594","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Put the policy on the shelf and forget about it 
Let's make HAPPY Children and World, Together","[""other""]","MyGorshok - STOP enmity Let's be Friends"
"null","Phones & Accessories","/explore/phones-accessories","/projects/hyperjuice-stackable-65w-100w-usb-c-gan-charger","2020-10-27T23:59:59-07:00","USD","674367","6.53162","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wqitphqtp9fd3haxayfw.jpg","true","false","null","2020-10-26T23:59:59-07:00","null","null","null","null","concept","2638073","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Tiny yet powerful GaN chargers with pass-thru AC outlet that can stack to become a 1600W charger,","[""chargers"",""computers"",""batteries"",""iphone"",""laptops""]","HyperJuice Stackable 65W & 100W USB-C GaN Charger"
"null","Dance & Theater","/explore/dance-theater","/projects/drunk-donkey","2015-10-01T23:59:59-07:00","USD","870","0.248571428571","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wzssvoqap5dxxjnthkuz.jpg","false","false","null","2015-08-12T22:01:38-07:00","null","null","null","null","null","1392914","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","-Join our clowns as we explore the tragedies of life and the comedies of death-","[""other""]","Drunk Donkey"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/lighting-the-pantanal","2017-05-01T23:59:59-07:00","USD","260","0.13","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/geth8dnhf8dukh7lenhd.jpg","false","false","null","2017-04-11T16:54:23-07:00","null","null","null","null","null","2089669","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Constructing solar-powered battery chargers for families along the river of the Brazilian Pantanal.","[""solar"",""solar""]","Lighting the Pantanal"
"null","Education","/explore/education","/projects/education-for-war-veterans","2015-07-31T23:59:59-07:00","USD","60","0.00023255814","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ymvtw6eyindl3pejwhhk.jpg","false","false","null","2015-06-21T04:45:23-07:00","null","null","null","null","null","1316537","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Servicemen and women","[""other""]","Education for War Veterans"
"null","Video Games","/explore/video-games","/projects/space-bunnies","2019-12-28T23:59:59-08:00","USD","220","0.44","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bkhasqzkkti8qvwz4wmh.jpg","false","false","null","2019-10-29T00:00:00-07:00","null","null","null","null","null","2554970","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Cute animals in space. An RPG survival game. It's like every other space game, except cute.","[""fantasy"",""software"",""3d"",""pets""]","Space Bunnies"
"null","Food & Beverages","/explore/food-beverages","/projects/hop-merchants-bottle-shop","2021-03-11T23:59:59-08:00","USD","2775","0.555","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ae73rg5v7aurjmfxwy4m.jpg","false","false","null","2021-01-25T00:00:00-08:00","null","null","null","null","null","2643106","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We're expanding our inventory of beer & wine to go and need your help to keep it all cold!","[""beer"",""wine""]","Hop Merchants Bottle Shop"
"null","Podcasts, Blogs & Vlogs","/explore/podcasts-blogs-vlogs","/projects/streaming-showcasing-games","2018-03-04T23:59:59-08:00","USD","120","0.034285714286","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x6esdhlldyypr59bve7a.jpg","false","false","null","2018-01-03T16:57:29-08:00","null","null","null","null","null","2310342","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Streaming all the new coming out video games of all kind and showcasing the new upcoming and  more.","[""other""]","Streaming,Showcasing Games"
